,Actual_User_Experience,Predicted_User_Experience,Correct,Probability_Negative,Probability_Neutral,Probability_Positive
3050,Negative,Positive,False,0.29,0.33,0.38
1973,Neutral,Negative,False,0.35,0.31,0.34
6067,Neutral,Negative,False,0.38,0.35,0.27
4528,Negative,Negative,True,0.43,0.23,0.34
7078,Positive,Negative,False,0.38,0.27,0.35
217,Negative,Positive,False,0.29,0.28,0.43
7923,Neutral,Neutral,True,0.24,0.52,0.24
4672,Negative,Negative,True,0.38,0.3,0.32
600,Negative,Neutral,False,0.26,0.48,0.26
8531,Negative,Neutral,False,0.31,0.36,0.33
1399,Positive,Negative,False,0.38,0.34,0.28
2627,Neutral,Negative,False,0.37,0.34,0.29
6259,Positive,Neutral,False,0.27,0.39,0.34
5445,Negative,Neutral,False,0.32,0.38,0.3
5866,Neutral,Neutral,True,0.31,0.35,0.34
2351,Positive,Neutral,False,0.33,0.37,0.3
2478,Negative,Positive,False,0.34,0.31,0.35
378,Positive,Positive,True,0.3,0.3,0.4
2077,Neutral,Positive,False,0.27,0.27,0.46
1734,Positive,Neutral,False,0.35,0.37,0.28
9163,Positive,Positive,True,0.18,0.36,0.46
5983,Positive,Positive,True,0.32,0.29,0.39
8769,Positive,Positive,True,0.31,0.3,0.39
1974,Negative,Neutral,False,0.35,0.41,0.24
7552,Positive,Negative,False,0.43,0.21,0.36
3950,Neutral,Neutral,True,0.36,0.38,0.26
2545,Positive,Neutral,False,0.33,0.39,0.28
7018,Negative,Positive,False,0.37,0.22,0.41
7336,Negative,Negative,True,0.4,0.29,0.31
8261,Positive,Neutral,False,0.29,0.36,0.35
4983,Neutral,Positive,False,0.24,0.32,0.44
8617,Negative,Neutral,False,0.28,0.36,0.36
1483,Neutral,Positive,False,0.34,0.19,0.47
4653,Positive,Negative,False,0.38,0.26,0.36
2452,Neutral,Neutral,True,0.33,0.36,0.31
9007,Neutral,Positive,False,0.29,0.3,0.41
7625,Negative,Neutral,False,0.33,0.38,0.29
3980,Positive,Negative,False,0.37,0.27,0.36
9542,Neutral,Neutral,True,0.26,0.37,0.37
6954,Negative,Negative,True,0.49,0.28,0.23
6726,Positive,Positive,True,0.3,0.3,0.4
163,Negative,Positive,False,0.29,0.35,0.36
8611,Negative,Negative,True,0.43,0.23,0.34
6366,Neutral,Neutral,True,0.34,0.35,0.31
5012,Positive,Negative,False,0.37,0.31,0.32
4660,Positive,Positive,True,0.31,0.33,0.36
6425,Positive,Neutral,False,0.29,0.37,0.34
294,Negative,Positive,False,0.31,0.33,0.36
8572,Positive,Negative,False,0.44,0.3,0.26
7924,Negative,Positive,False,0.25,0.37,0.38
1718,Negative,Positive,False,0.29,0.33,0.38
4155,Negative,Positive,False,0.33,0.32,0.35
7540,Positive,Negative,False,0.41,0.29,0.3
408,Negative,Negative,True,0.4,0.33,0.27
3751,Neutral,Positive,False,0.32,0.26,0.42
1803,Positive,Neutral,False,0.35,0.36,0.29
3466,Positive,Positive,True,0.28,0.33,0.39
9144,Neutral,Neutral,True,0.33,0.36,0.31
5519,Neutral,Neutral,True,0.32,0.34,0.34
9068,Negative,Neutral,False,0.29,0.38,0.33
1861,Positive,Positive,True,0.35,0.24,0.41
6970,Positive,Negative,False,0.35,0.31,0.34
9301,Positive,Negative,False,0.44,0.33,0.23
6761,Negative,Negative,True,0.43,0.26,0.31
2072,Neutral,Neutral,True,0.23,0.39,0.38
4472,Positive,Neutral,False,0.32,0.35,0.33
9070,Negative,Neutral,False,0.3,0.38,0.32
9873,Positive,Negative,False,0.46,0.22,0.32
2874,Neutral,Negative,False,0.43,0.36,0.21
3885,Positive,Neutral,False,0.29,0.43,0.28
9613,Negative,Neutral,False,0.32,0.41,0.27
9789,Neutral,Positive,False,0.28,0.26,0.46
6027,Neutral,Negative,False,0.47,0.29,0.24
2007,Neutral,Negative,False,0.36,0.32,0.32
8857,Positive,Positive,True,0.31,0.34,0.35
3554,Negative,Negative,True,0.35,0.35,0.3
1917,Negative,Negative,True,0.41,0.27,0.32
4214,Neutral,Negative,False,0.43,0.26,0.31
3308,Positive,Neutral,False,0.36,0.38,0.26
5124,Neutral,Negative,False,0.38,0.33,0.29
9757,Negative,Negative,True,0.57,0.14,0.29
2558,Neutral,Positive,False,0.35,0.24,0.41
9514,Positive,Negative,False,0.48,0.34,0.18
4855,Negative,Neutral,False,0.2,0.47,0.33
6858,Negative,Neutral,False,0.33,0.35,0.32
5793,Negative,Neutral,False,0.34,0.35,0.31
677,Positive,Positive,True,0.33,0.32,0.35
1235,Positive,Negative,False,0.38,0.33,0.29
5857,Negative,Neutral,False,0.3,0.45,0.25
9647,Neutral,Positive,False,0.32,0.28,0.4
3447,Positive,Positive,True,0.35,0.2,0.45
769,Positive,Neutral,False,0.33,0.37,0.3
7072,Negative,Neutral,False,0.32,0.4,0.28
7800,Neutral,Negative,False,0.39,0.38,0.23
8570,Negative,Positive,False,0.34,0.27,0.39
634,Negative,Neutral,False,0.35,0.4,0.25
6283,Negative,Negative,True,0.41,0.28,0.31
63,Neutral,Negative,False,0.36,0.31,0.33
7969,Negative,Neutral,False,0.28,0.37,0.35
2998,Neutral,Negative,False,0.35,0.32,0.33
299,Positive,Negative,False,0.4,0.29,0.31
6452,Neutral,Neutral,True,0.34,0.39,0.27
6289,Positive,Negative,False,0.39,0.34,0.27
2992,Negative,Neutral,False,0.33,0.4,0.27
5542,Neutral,Negative,False,0.42,0.24,0.34
6163,Neutral,Negative,False,0.39,0.32,0.29
7814,Neutral,Positive,False,0.28,0.29,0.43
6782,Neutral,Negative,False,0.41,0.23,0.36
4232,Negative,Neutral,False,0.31,0.43,0.26
6026,Positive,Negative,False,0.36,0.29,0.35
5266,Negative,Negative,True,0.37,0.34,0.29
7472,Neutral,Positive,False,0.35,0.2,0.45
8432,Positive,Neutral,False,0.35,0.43,0.22
317,Negative,Positive,False,0.3,0.2,0.5
9615,Neutral,Neutral,True,0.24,0.39,0.37
3154,Negative,Neutral,False,0.28,0.39,0.33
5566,Neutral,Neutral,True,0.3,0.41,0.29
4498,Positive,Negative,False,0.34,0.32,0.34
2887,Positive,Negative,False,0.42,0.26,0.32
8144,Positive,Neutral,False,0.32,0.41,0.27
8397,Neutral,Negative,False,0.44,0.24,0.32
8213,Negative,Neutral,False,0.32,0.39,0.29
1093,Positive,Neutral,False,0.24,0.38,0.38
6792,Negative,Neutral,False,0.31,0.37,0.32
984,Negative,Positive,False,0.26,0.36,0.38
848,Negative,Neutral,False,0.31,0.39,0.3
8688,Positive,Positive,True,0.28,0.34,0.38
6610,Positive,Positive,True,0.35,0.28,0.37
4197,Positive,Neutral,False,0.37,0.38,0.25
3189,Neutral,Negative,False,0.35,0.33,0.32
2382,Negative,Positive,False,0.32,0.29,0.39
3488,Negative,Negative,True,0.34,0.32,0.34
2779,Neutral,Negative,False,0.37,0.28,0.35
5043,Negative,Negative,True,0.39,0.35,0.26
9071,Negative,Negative,True,0.39,0.37,0.24
9222,Negative,Positive,False,0.32,0.33,0.35
5928,Neutral,Neutral,True,0.32,0.35,0.33
6203,Neutral,Neutral,True,0.29,0.46,0.25
4896,Neutral,Negative,False,0.42,0.32,0.26
1735,Positive,Positive,True,0.31,0.3,0.39
901,Negative,Negative,True,0.34,0.32,0.34
6844,Positive,Negative,False,0.42,0.21,0.37
2423,Neutral,Neutral,True,0.37,0.42,0.21
2832,Neutral,Positive,False,0.33,0.24,0.43
8960,Negative,Positive,False,0.24,0.34,0.42
6754,Negative,Neutral,False,0.26,0.48,0.26
2229,Positive,Positive,True,0.26,0.31,0.43
6063,Positive,Negative,False,0.4,0.29,0.31
9476,Positive,Positive,True,0.34,0.31,0.35
7102,Negative,Positive,False,0.19,0.32,0.49
3388,Neutral,Positive,False,0.21,0.38,0.41
2597,Positive,Neutral,False,0.23,0.42,0.35
8319,Negative,Positive,False,0.33,0.31,0.36
7128,Positive,Neutral,False,0.31,0.38,0.31
624,Positive,Positive,True,0.25,0.36,0.39
5651,Positive,Neutral,False,0.3,0.39,0.31
3393,Positive,Neutral,False,0.22,0.42,0.36
4804,Negative,Neutral,False,0.24,0.38,0.38
5122,Neutral,Neutral,True,0.35,0.42,0.23
5561,Neutral,Negative,False,0.43,0.25,0.32
5955,Negative,Negative,True,0.36,0.32,0.32
4652,Negative,Negative,True,0.38,0.3,0.32
9491,Neutral,Negative,False,0.37,0.28,0.35
9699,Positive,Neutral,False,0.31,0.35,0.34
2273,Negative,Positive,False,0.21,0.26,0.53
3415,Positive,Positive,True,0.32,0.32,0.36
9019,Negative,Negative,True,0.39,0.28,0.33
3326,Neutral,Negative,False,0.43,0.27,0.3
6068,Neutral,Neutral,True,0.29,0.5,0.21
1659,Positive,Positive,True,0.36,0.26,0.38
681,Positive,Positive,True,0.36,0.26,0.38
8175,Positive,Positive,True,0.33,0.32,0.35
2924,Negative,Positive,False,0.3,0.29,0.41
7245,Positive,Neutral,False,0.27,0.38,0.35
7348,Negative,Positive,False,0.24,0.29,0.47
5051,Positive,Positive,True,0.33,0.32,0.35
5155,Positive,Positive,True,0.24,0.3,0.46
6183,Neutral,Positive,False,0.26,0.35,0.39
9413,Negative,Neutral,False,0.26,0.4,0.34
7709,Negative,Negative,True,0.46,0.23,0.31
1808,Positive,Negative,False,0.39,0.31,0.3
6588,Negative,Negative,True,0.37,0.31,0.32
2034,Neutral,Positive,False,0.35,0.26,0.39
7094,Neutral,Positive,False,0.31,0.3,0.39
3061,Negative,Positive,False,0.33,0.31,0.36
6961,Neutral,Neutral,True,0.21,0.44,0.35
4560,Negative,Positive,False,0.27,0.29,0.44
3865,Negative,Negative,True,0.43,0.37,0.2
7466,Neutral,Positive,False,0.34,0.29,0.37
1246,Negative,Positive,False,0.32,0.28,0.4
9877,Positive,Negative,False,0.37,0.34,0.29
5865,Negative,Positive,False,0.3,0.34,0.36
3722,Positive,Neutral,False,0.31,0.43,0.26
3139,Neutral,Neutral,True,0.3,0.41,0.29
5048,Negative,Negative,True,0.34,0.34,0.32
7781,Positive,Neutral,False,0.25,0.4,0.35
9343,Negative,Negative,True,0.45,0.34,0.21
2112,Neutral,Positive,False,0.34,0.27,0.39
6687,Positive,Neutral,False,0.32,0.37,0.31
7832,Negative,Neutral,False,0.22,0.45,0.33
5161,Negative,Neutral,False,0.32,0.39,0.29
3703,Negative,Neutral,False,0.21,0.43,0.36
6173,Positive,Neutral,False,0.28,0.39,0.33
6508,Negative,Negative,True,0.38,0.34,0.28
3176,Neutral,Negative,False,0.43,0.34,0.23
9834,Neutral,Negative,False,0.41,0.28,0.31
1192,Negative,Positive,False,0.29,0.35,0.36
7345,Negative,Neutral,False,0.29,0.37,0.34
4513,Positive,Neutral,False,0.25,0.57,0.18
7895,Positive,Negative,False,0.38,0.32,0.3
6249,Positive,Neutral,False,0.32,0.4,0.28
9142,Positive,Positive,True,0.33,0.25,0.42
53,Positive,Neutral,False,0.31,0.38,0.31
4351,Positive,Negative,False,0.39,0.31,0.3
2541,Positive,Negative,False,0.46,0.16,0.38
2052,Positive,Neutral,False,0.34,0.43,0.23
7732,Neutral,Neutral,True,0.28,0.37,0.35
7538,Negative,Negative,True,0.42,0.31,0.27
366,Positive,Positive,True,0.37,0.25,0.38
9980,Neutral,Positive,False,0.31,0.28,0.41
8443,Positive,Positive,True,0.21,0.27,0.52
1102,Negative,Negative,True,0.35,0.35,0.3
6343,Neutral,Negative,False,0.41,0.4,0.19
6357,Negative,Negative,True,0.35,0.33,0.32
2150,Negative,Negative,True,0.4,0.32,0.28
4414,Negative,Positive,False,0.23,0.35,0.42
2720,Positive,Neutral,False,0.25,0.38,0.37
9592,Negative,Neutral,False,0.28,0.39,0.33
6075,Neutral,Positive,False,0.24,0.3,0.46
1684,Negative,Neutral,False,0.29,0.37,0.34
7907,Neutral,Negative,False,0.35,0.31,0.34
7494,Negative,Neutral,False,0.33,0.38,0.29
3293,Neutral,Neutral,True,0.28,0.39,0.33
5170,Negative,Positive,False,0.33,0.31,0.36
3990,Positive,Negative,False,0.37,0.26,0.37
2024,Neutral,Positive,False,0.26,0.34,0.4
7654,Neutral,Positive,False,0.3,0.25,0.45
7663,Positive,Positive,True,0.24,0.34,0.42
3684,Negative,Positive,False,0.3,0.29,0.41
133,Positive,Neutral,False,0.34,0.44,0.22
4409,Neutral,Neutral,True,0.31,0.36,0.33
609,Positive,Negative,False,0.38,0.31,0.31
7578,Neutral,Neutral,True,0.25,0.4,0.35
3318,Positive,Positive,True,0.3,0.28,0.42
8239,Negative,Neutral,False,0.31,0.35,0.34
6781,Neutral,Positive,False,0.31,0.33,0.36
9331,Neutral,Negative,False,0.38,0.26,0.36
3484,Positive,Positive,True,0.22,0.31,0.47
6474,Neutral,Positive,False,0.27,0.32,0.41
8479,Negative,Neutral,False,0.18,0.43,0.39
5115,Negative,Positive,False,0.32,0.29,0.39
5959,Negative,Neutral,False,0.3,0.41,0.29
2834,Negative,Positive,False,0.32,0.31,0.37
9898,Positive,Negative,False,0.35,0.34,0.31
8829,Neutral,Positive,False,0.22,0.31,0.47
4697,Neutral,Positive,False,0.22,0.33,0.45
6630,Positive,Negative,False,0.35,0.3,0.35
9655,Positive,Negative,False,0.44,0.29,0.27
1204,Positive,Positive,True,0.39,0.19,0.42
8093,Positive,Positive,True,0.23,0.36,0.41
2939,Positive,Neutral,False,0.25,0.44,0.31
4357,Positive,Negative,False,0.36,0.29,0.35
3453,Negative,Positive,False,0.36,0.17,0.47
2956,Positive,Positive,True,0.31,0.26,0.43
4251,Positive,Negative,False,0.39,0.28,0.33
2562,Positive,Neutral,False,0.37,0.39,0.24
161,Positive,Neutral,False,0.32,0.38,0.3
3545,Positive,Positive,True,0.3,0.32,0.38
8558,Negative,Negative,True,0.37,0.36,0.27
1903,Neutral,Neutral,True,0.29,0.39,0.32
9833,Neutral,Neutral,True,0.33,0.37,0.3
8540,Negative,Positive,False,0.31,0.33,0.36
5481,Neutral,Positive,False,0.37,0.23,0.4
6337,Negative,Positive,False,0.35,0.2,0.45
144,Positive,Positive,True,0.35,0.23,0.42
914,Neutral,Neutral,True,0.22,0.43,0.35
4603,Positive,Negative,False,0.43,0.31,0.26
7493,Negative,Neutral,False,0.3,0.37,0.33
7634,Negative,Neutral,False,0.34,0.37,0.29
7618,Positive,Neutral,False,0.21,0.44,0.35
9003,Neutral,Negative,False,0.4,0.28,0.32
7792,Positive,Negative,False,0.38,0.33,0.29
254,Positive,Neutral,False,0.25,0.4,0.35
6302,Positive,Positive,True,0.32,0.27,0.41
1611,Negative,Negative,True,0.46,0.3,0.24
7380,Neutral,Positive,False,0.38,0.18,0.44
5215,Positive,Neutral,False,0.28,0.37,0.35
730,Negative,Neutral,False,0.35,0.38,0.27
5354,Positive,Positive,True,0.38,0.21,0.41
7481,Positive,Neutral,False,0.31,0.48,0.21
7955,Positive,Negative,False,0.45,0.29,0.26
2940,Positive,Positive,True,0.25,0.34,0.41
4825,Positive,Positive,True,0.28,0.32,0.4
3179,Negative,Neutral,False,0.35,0.41,0.24
6487,Neutral,Positive,False,0.29,0.27,0.44
8808,Neutral,Neutral,True,0.32,0.44,0.24
6450,Negative,Positive,False,0.23,0.34,0.43
653,Positive,Positive,True,0.33,0.28,0.39
8719,Negative,Negative,True,0.36,0.28,0.36
3237,Neutral,Negative,False,0.42,0.36,0.22
4386,Neutral,Negative,False,0.39,0.33,0.28
7231,Neutral,Neutral,True,0.18,0.44,0.38
6811,Positive,Positive,True,0.27,0.33,0.4
9777,Negative,Negative,True,0.39,0.31,0.3
3654,Positive,Negative,False,0.38,0.37,0.25
2203,Negative,Neutral,False,0.3,0.44,0.26
9180,Negative,Positive,False,0.27,0.3,0.43
5418,Positive,Positive,True,0.34,0.3,0.36
3802,Neutral,Positive,False,0.3,0.28,0.42
8222,Negative,Negative,True,0.38,0.27,0.35
9268,Positive,Neutral,False,0.3,0.38,0.32
6866,Positive,Positive,True,0.29,0.33,0.38
2460,Negative,Positive,False,0.23,0.29,0.48
2666,Neutral,Positive,False,0.33,0.33,0.34
2499,Negative,Neutral,False,0.3,0.38,0.32
8218,Negative,Negative,True,0.4,0.27,0.33
9784,Positive,Positive,True,0.35,0.25,0.4
1142,Positive,Negative,False,0.37,0.28,0.35
929,Negative,Negative,True,0.37,0.37,0.26
8363,Negative,Positive,False,0.23,0.37,0.4
1023,Positive,Negative,False,0.38,0.31,0.31
9185,Neutral,Neutral,True,0.32,0.37,0.31
5212,Neutral,Neutral,True,0.29,0.4,0.31
4222,Positive,Negative,False,0.34,0.32,0.34
5695,Neutral,Neutral,True,0.33,0.43,0.24
1181,Positive,Neutral,False,0.26,0.4,0.34
4626,Neutral,Neutral,True,0.35,0.41,0.24
7977,Negative,Negative,True,0.36,0.32,0.32
